,condition,date,description,engine hours (total),id,length overall (LOA),make / manufacturer,model name / number,price,propulsion type,region,title,url,year manufactured
305,,2016-11-18 17:32,SEA RAY BOAT AND TRAILER. TWENTY SEVEN FEET. TWIN ENGINE. GAS. CLEAN TITLE FOR BOAT AND TRAILER. NEEDS OUTDRIVES.  $950.00. NO TEXTING.,,5877505691,27,,,$950,power, (GAMBRILLS),SEA RAY 27 FOOT BOAT &TRAILER LOW PRICE!,https://washingtondc.craigslist.org/doc/boa/5877505691.html,
306,,2016-11-18 17:25,"Boat is in excellent condition.  Includes took kit, repair kit, rod holders, small anchor, and Sunbrella cover.  Trailer available.  Price negotiable.",,5882787671,10,Achilles,315-DX,$10000,power,,"2014 Achilles Inflatable RIB DX-315, Tohatsu 20, St. Croix Eurohelm",https://washingtondc.craigslist.org/nva/boa/5882787671.html,2014
307,fair,2016-11-18 15:50,"Custom made galvanized iron trailer with winch, 4 wheels (+ extra wheel on frame) 5 rollers for a  20 ft boat. Some repair needed. Best offer or salvage removal... Paul",,5877544221,20,Custom Built,,,human,,Boat Trailer - Deale MD,https://washingtondc.craigslist.org/mld/boa/5877544221.html,
308,good,2016-11-18 15:35,"The boat is in good shape. The Atomic 4 inboard engine is amazingly well running. New batteries too. I also did a significant amount of work on it. Completely restained and finished all the interior wood. Made a sweet new table for it too, as you can see. :) I also repainted the whole interior bullheads and the counters. And all new cushions for the boat. I might consider throwing in the docking fees which can be covered until May. Text if you are interested.",,5882611083,27,Bristol,27,$4900,sail,,1974 Bristol Sailboat 27 - $4900 OBO,https://washingtondc.craigslist.org/nva/boa/5882611083.html,1974
309,,2016-11-18 14:53,"Looking to sell several older canoes. Aluminum body, 19 feet long, and in good shape. Several different models. Have been stored without use for several years now and need to get them out ASAP. I have 6 for sale, 5 in good condition and 1 with a few small holes. Asking 250, but willing to negotiate. Would have to come pick them up.",,5882539735,19,,,$250,human, (College Park),Canoes for Sale,https://washingtondc.craigslist.org/mld/boa/5882539735.html,
310,,2016-11-18 14:15,"Vintage boat trailer (probably from the 60's), can take a 19' or 20' boat, excellent shape, tilt trailer; new leaf springs rated at 3500 lbs., new tires, newly painted, has a title, can be made into a utility trailer if desired, tongue says 2000 lbs gross coupling, ready to go! $1400; show contact info show contact info",,5878031443,19,,,$1400,human," (Warrenton, Va)",Vintage Boat Trailer,https://washingtondc.craigslist.org/nva/boa/5878031443.html,
311,fair,2016-11-18 14:00,"Antique 1968 Chris-Craft Super Sport with all original parts. $2,500 OBO. Comes with EZ Loader trailer (excellent condition). Perfect winter project! This antique boat is structurally sound but needs a little TLC. It is stripped and ready to be restored. Owner has original GM350 motor but it is not in working condition. Original transmission condition is questionable. Will need a new deck. Hull is in good condition. Solid mahogany interior (excellent condition, no rot). Original gas cap and gas tank. Pick up is preferred but a half-way point can be negotiated. Price is negotiable - cash only. Please email for contact information.",,5882453901,17,Chris-Craft,Super Sport,$2500,power, (Providence Forge),Money Making Winter Project - 1968 Chris-Craft Super Sport,https://washingtondc.craigslist.org/nva/boa/5882453901.html,1968
312,excellent,2016-11-18 13:56,"2007 Sweetwater 1880 Pontoon Boat w/ Yamaha T60TLR High Thrust Outboard Motor & Load Rite Galvanized Trailer. This boat is Clean and in good shape. We sold this boat new here at the dealership 10 years ago and it is a one owner boat. The motor has been serviced annually and runs good. Featuring an ice bucket table, playpen storage cover, deluxe boarding ladder on the trailer, and much more, a clean, well maintained pontoon boat with four stroke power like this is hard to find. Contact Southeastern Marine show contact info - 3819 Williamsburg Road Richmond VA 23231 Virginia's Premier Marine Retailer for over forty years.",,5879290520,18,Sweetwater,1880,$8995,power, (Southeastern Marine - Richmond),2007 Sweetwater 1880 Pontoon Boat w/ Yamaha T60TLR High Thrust Outboar,https://washingtondc.craigslist.org/nva/bod/5879290520.html,2007
313,,2016-11-18 13:41,"Winter Rental November 1 to March 31 at Fairfax Yacht Club. Prime slip location just one slip down from the river with beautiful views of the Potomac. Each slip has its own electric meter and bill is usually around $30 per month depending on usage. Free use of the club house Floating dock on the beautiful Occoquan River 30 amp power but no water in the winter. Free pump-out station Free Wi-Fi Cable TV at the club house FYC offers many resort features including a beautifully landscaped clubhouse, picnic stations, playground, bath houses, private secure parking, new floating docks and a pump out station. For peace of mind, Fairfax Yacht Club has limited access through a secured key-card entry system. Much of the popularity of Fairfax Yacht Club can be attributed to its unique location on the scenic Occoquan River at the end of a no-wake zone. Unlike many commercial marinas further up the Occoquan, FYC is located along the Fairfax County shore very near the Mason Neck Wildlife Refuge, also allowing for quick access to enter Belmont Bay and the Potomac. No other location offers boaters a greater variety of popular cruising ports within easy reach. Georgetown, Washington D.C., Old Town Alexandria, The Town of Occoquan, the Chesapeake Bay, and many popular restaurants and swimming areas are within easy reach. By car it is easy access via 95 exit, Route 1 and/or Rt.123",,5855509054,34,,,$1200,human, (Mason Neck),Boat Slip for winter rental 34x12,https://washingtondc.craigslist.org/nva/boa/5855509054.html,
314,new,2016-11-18 13:31,"Galvanized Steel Cable Winch Cable By Tie Down, Long Run Model. NIB in clamshell. 50' x 7/32"" 7x19 construction. 1120 lbs/508kg safe working load. ifoundthisforyou ifmat ifutility ifsea",,5882400966,50,,,$20,power, (CLOVERLY),WINCH CABLE 50' NIB,https://washingtondc.craigslist.org/mld/boa/5882400966.html,
315,new,2016-11-18 13:25,"★♦★♦    2016 Xpress [XP180] Camo with F90 YAMAHA BELOW Boat-Show Pricing GUARANTEED! This is the Xpress, the [XP180] Xplorer Series Boat with the 2016 Yamaha 90hp 4-stroke AND a custom Aluminum Trailer is a COMPLETE PACKAGE, ready to go! This Xpress [XP180] (XPLORER SERIES) is ready.  Whether you are slicing through choppy seas, or quietly sight casting to tailing reds, the Hyper-Dynamic® XPLORER SERIES is Capable of running shallow and deep in the marsh or with full throttle confidence slicing through choppy seas with sports car performance. Equipped with a Yamaha 90hp 4-stroke and custom Aluminum Trailer READY TO GO! *** On the spot financing with rates as low as 3.99% APR for up to 120 months (wac). *** This Xpress Xpress [XP180] (XPLORER SERIES) is LOADED, T O U G H and ready for action: Xpress Xplorer Series [XP180] Side Console * Full Xpress Camo Duck Boat Package * Xtreme-coat Spray-in Interior * All-Welded Hull * Longitudinal Rib Construction * Unibody Pressure Injected Level Foam Flotation * HD Gunnel System (tough) * Fiberglass Captain's Console * Full Tinted Windshield * Full Gauge Package (Speed, Tachometer, and Fuel Gauge) * Humminbird 197c Color Fishfinder * Minn Kota Edge 45lb Foot Controlled Trolling Motor * Integrated Floor Drains * Bilge Pump with Console Switch * Lockable Front Deck Storage * Large Aerated Livewell in rear deck * 18 Gallon built-in Fuel Tank * (2) Stainless Steel Seat Bases * Heavy Duty 8 Gauge Trolling Motor Harness * Integrated Trolling Motor Bracket * Covered Fuel Tank Area * Flush Rear Deck * Running Light / Navigational Light Package * Xpress limited L I F E T I M E Hull Warranty Custom BackTrack Drive-on Aluminum Trailer * Side Guide Package * Diamondplate Aluminum Step Fenders * Aluminum Mag Wheel Package * Full Aluminum Winch Stand and Bow Stop Yamaha EFI 90hp 4-Stroke * Stainless Steel Propeller * Interstate Marine Battery * And so much more! This is one T O U G H Boat! Just add tax, prep.,and rigging, and get one one of the best deals on the water. This deal is hard to beat. Muddy Bay Marine is your Southeastern Boating Headquarters. Get your War Eagle, Xpress, Excel, Gator-Trax, Gator-Tail, Pro-Drive, Phowler, Stumpjumper, Excel F4 and F86, DuraCraft, Havoc, Alweld, StarCraft, Starweld, Sea Ark, Mi-Tide, Phowler, Triton, custom Veranda Pontoon, Sylvan Pontoon, Sun Chaser Pontoon, or StarCraft Pontoon and be on the water TODAY! Muddy Bay Marine is a large stocking marine dealer located here in Newberry, SC with over 185+ boats in inventory , in all the different models. Mud Motor or Outboard , we stock over 250+ motors! No waiting and no special orders needed!    Yamaha, Honda, Mercury, Tohatsu, or Evinrude E-Tec Outboards! * * Also, keep in mind that Muddy Bay Marine GUARANTEES the Lowest Price on all our lines of Boats.* * I will be happy to answer any questions about pricing, features, options or helping you find the best boat that suits what you are looking for and get you on the water with no waiting and in-house financing. I hope you will let me earn business and show you the best service available. Call me at show contact info and ask for Mike or visit us online at www.MuddyBay.com --------------- MUDDY BAY MARINE 13803 CR Koon Hwy. Newberry, SC 29108 show contact info | www.MuddyBay.com Ask for Mike --------------- Xpress [XP180] XPLORER Series Specifications Length: 18' Bottom: 60"" Beam: 86"" Sides: 24"" Transom Height: 21"" Fuel Tank: 18 gallons Approximate Hull Weight: 1,045 lb. Max Wt./Per/Mo/GR: 1300 lb. Aluminum - 5052 Gauge: 0.100 Maximum HP: 90 Overall Package Length: 23'6"" BackTrack Trailer Model: AWHD18",0,5852155780,18,,,,power,,★    2016 Xpress [XP180] Camo with F90 YAMAHA,https://washingtondc.craigslist.org/doc/bod/5852155780.html,
316,,2016-11-18 13:18,"1998 Sea Ray 260 Sundeck Signature Select Bowrider.  Mercruiser 7.4 fuel injected motor w 670+/-hours. Bravo 3 outdrive w dual stainless steel props.  Dual batteries w switch, inboard sink, cooler, transom shower,  extended swim platform, hydraulic motor hatch, snap in carpet, and more. Boat has only been in freshwater and kept in a boathouse its whole life.  Comes with bimini top, full bridge enclosure, full canvas cover, and winter cover.  Comes with 2004 Venture dual axle 10,000Lb trailer.  Located in King George.  54zero-84five-932five",,5876463812,26,Sea Ray,Sundeck,$15000,power, (King George),Sea Ray Sundeck 260 bowrider WITH TRAILER,https://washingtondc.craigslist.org/doc/boa/5876463812.html,1998
317,excellent,2016-11-18 13:14,"I'm  selling  my beautiful for f150 condition  very good                   tires  brand new Michelin           motor v8                                     4#4.                                        miles170,000.                            fuel ⛽  recommended #93.         automatic transmission 8cylindres                               very  strong 💪                           redy for  used  for snow ⛄       for work 🏢 title clear                only  need  new owner 😊 price $9,200 ready for tease drive  no cash ✋ trades  not  dialer  chip no  need  help  for  selling not 🚬📞 show contact info thanks 👌",8,5879175611,4,g,h,$9200,power,,for  lariat f150 spot,https://washingtondc.craigslist.org/nva/boa/5879175611.html,2016
318,,2016-11-18 12:51,"Single inboard Freshwater cooled Mercruiser 260 HP, Repowered summer of 2014, less than 30 hours. Galley with sink, stove (gas and electric), Hot water heater, 60 gallon freshwater tank, head with shower, toilet and sink. Shore power, boat is in water and ready to go, all lines and anchor included. Cockpit cover, window covers, bridge enclosure ( glass is perfect, but will need a few zippers replaced) I also have a like new Bimini for the aft deck of the boat, have not installed it yet. New marine band radio, GPS, Depth finder, spotlight. 2 55 gallon fuel tanks, 2 in line fuel/water separators. $7K obo No scams, I do not need to sell, no trailer, boat is in wet slip. Trades considered, no junk. Jeremy",30,5882327556,26,Pacemaker,Fly bridge,$7000,power," (Quantico, Virginia)",1987 Pacemaker 26,https://washingtondc.craigslist.org/nva/boa/5882327556.html,
319,good,2016-11-18 12:44,"It is time to sell this beautiful and turnkey Laser and get it back out on the water. This Laser has many great features as follows: Lightly used 1992 hull in great shape and not all beat up at the bow or side rails like most Garage stored for about two decades Dry and light Preferable white hull color that still shines Mast step does not leak and holds water Seitech Dolly Top Cover Straight Spars Blades are class legal and in primo racing condition Blade Bag Class-legal, full-rig Sail (#148414) that still is crispy and has some solid racing life left in it Aluminum Laser racing tiller Ronstan 44 inch premium fatso-like, golf-stick racing extension with universal joint in great shape Brand new padded hiking strap Mostly new lines including nice racing mainsheet 6/1 upgraded vang 4/1 upgraded outhaul Note all equipment comes from a non-smoking garage This boat provides a very cost-effective opportunity to get into Laser racing at only $2450.  This boat would also make the perfect Christmas gift for your teen. Note race quality radial sail and mast are available for an additional $375 premium. Please send contact details and we will connect with you to arrange a convenient opportunity for you to see the boat which is in Severna Park.",,5882315233,14,,,$1,sail, (Severna Park),"Race Quality Full-rig Laser -- dry, garage kept, hardly use",https://washingtondc.craigslist.org/mld/boa/5882315233.html,1992
